label,text
ham,"RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)If it's unwritten, how'm I supposed to know unless someone CALLS me up and tells me/ hint hint. LOL (: Well, I reckon it's a written rule now, since it's on the internet in text format w/ your name attached, but then again, when have I ever followed any damned rules??? (: C On Sat, 7 Sep 2002, Geege Schuman wrote: > unwritten rule. 8-) > > gg > > -----Original Message----- > From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of CDale > Sent: Friday, September 06, 2002 10:21 PM > To: Geege Schuman > Cc: bitbitch@magnesium.net; Adam L. Beberg; fork@example.com > Subject: RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...) > > > Why should I? (: > C > > On Fri, 6 Sep 2002, Geege Schuman wrote: > > > quitcherbraggin. > > > > :-) > > gg > > > > -----Original Message----- > > From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of CDale > > Sent: Friday, September 06, 2002 3:42 AM > > To: bitbitch@magnesium.net > > Cc: Adam L. Beberg; fork@example.com > > Subject: Re[2]: Selling Wedded Bliss (was Re: Ouch...) > > > > > > I dunno, BB. Women who like to be thought of this way should have the > > right to choose to be treated this way. Men too... ahem. (: My boy > > cleans, washes clothes, cooks, fixes stuff, etc, and works the same number > > of hours I do, sometimes more, if he has to catch up with me. (: I > > close him because he is industrious and creative, and because he > > unfailingly makes my bed the minute I get out of it. And boy #2 will be > > here soon to help boy #1 with other things such as pedicures, backrubs, > > and sure, fucking. LOL! (along with the aforementioned ""chores"") Adam can > > have his cake and eat it too, if he can only find the right girl who has > > the same beliefs about gender roles that he has. Of course, he has NO > > clue where to look, so we will be constantly laughing at him while he > > stumbles around in the dark. > > Cindy > > P.S. the numbers do not in any way indicate importance or favor -- only > > the order in which they move into my house. -smiles at chris- > > P.S. #2. I'm moving. Going to New Orleans. Can't handle any more cab > > driving. The summer sucked here on the MS Gulf Coast, instead of rocking > > like it normally does. Wish me luck. I'm going to look for another > > computer job. Le Sigh. (: > > > > On Thu, 5 Sep 2002 bitbitch@magnesium.net wrote: > > > > > Hello Adam, > > > > > > Thursday, September 05, 2002, 11:33:18 PM, you wrote: > > > > > > > > > ALB> So, you're saying that product bundling works? Good point. > > > > > > Sometimes I wish I was still in CA. You deserve a good beating every > > > so often... (anyone else want to do the honors?) > > > > > > ALB> And how is this any different from ""normal"" marriage exactly? Other > > then > > > ALB> that the woman not only gets a man, but one in a country where both > > she and > > > ALB> her offspring will have actual opportunities? Oh and the lack of > > > ALB> ""de-feminized, over-sized, self-centered, mercenary-minded"" > choices? > > > > > > Mmkay. For the nth time Adam, we don't live in the land of > > > Adam-fantasy. Women actually are allowed to do things productive, > > > independent and entirely free of their male counterparts. They aren't > > > forced to cook and clean and merely be sexual vessels. Sometimes, > > > and this will come as a shock to you, no doubt, men and women even > > > find -love- (which is the crucial distinction between this system) and > > > they marry one another for the satisfaction of being together. I > > > know, far-fetched and idealistically crazy as it is, but such things > > > do happen. I can guarantee you, if my mother was approached by my > > > father, and 25 years ago, he commented on her cleaning ability as a > > > motivator for marrying her, we would not be having this conversation > > > now. > > > > > > If guys still have silly antequated ideas about 'women's role' then > > > their opportunities for finding women _will_ be scarce. Again, these > > > situations are great, provided everyone is aware that the relationship > > > is a contractual one -- he wants a maid, a dog and a prostitute he > > > doesn't have to pay, and she wants a country that isn't impoverished > > > and teeming with AIDS. A contract, versus a true love-interest > > > marriage. > > > > > > Egh. I really need to stop analyzing your posts to this extent. I > > > blame law school and my cat. > > > > > > -BB > > > > > > ALB> - Adam L. ""Duncan"" Beberg > > > ALB> http://www.mithral.com/~beberg/ > > > ALB> beberg@mithral.com > > > > > > > > > > > > > > > > > > > > > > -- > > ""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn > > > > > > > > > > > > -- > ""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn > > > > > -- ""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn "
spam,"[SPAM] What clients say .headingA{font-size:12px;font-family: Verdana,Geneva, Arial, Helvetica, sans-serif;font-weight:bold;font-color:#00659A;} 					.headingB{font-color:#ffffff;font-size:11px;font-family: Verdana,Geneva, Arial, Helvetica, sans-serif;font-weight:normal;} 					td.contentboxheadquickie3{font-family: Verdana,Geneva, Arial, Helvetica, sans-serif;height: 25px;margin-left:0px; padding-left: 5px;font-size: 12px;font-weight: bold;vertical-align: bottom;} 					.headng {font-family: Arial, Helvetica, sans-serif;	font-size: 18px;font-weight: bold;} contentboxhead1{font-family: Verdana,Geneva, Arial, Helvetica, sans-serif;font-size: 11px;font-weight: bold;height: 18px;vertical-align: top;} p a{font-weight: normal; font-size:12px; font-family: Arial,Verdana,Geneva, Helvetica, sans-serif;} a{color:#003399;text-decoration: none; } a:hover{text-decoration: underline;font-weight: } content{font-size:12px; font-family: Arial,Verdana,Geneva, Helvetica, sans-serif;} p{font-size:12px;padding: 0px 0px 0px 0px;margin: 0px 0px 1px 0px;} ul{font-size:14px; } ul a{font-size:12px;} ul.content{padding:0px 0px 0px 5px; margin:0px 0px 0px 8px; } ul.content a{font-size:12px; } ul.content li{ padding:0px 0px 2px 0px; font-weight: normal; font-size:12px; font-family: Arial,Verdana,Geneva, Helvetica, sans-serif;} td.normtxt{font-size:12px; font-weight: normal;font-size:12px; font-family: Arial,Verdana,Geneva, Helvetica, sans-serif;} td.marketbldheader{font-size: 12px;color: #000000;padding: 1px 0px 1px 0px;} table td.markettxt{font-size: 12px;color: #000000;padding: 1px 0px 1px 5px;} table td.markettxt1{font-size: 12px;color: #009900;padding: 1px 0px 1px 5px;} table td.markettxt2{font-size: 12px;color: #CC0000;padding: 1px 0px 1px 5px;} inttabs1boxbgbrdr tr.alternaterowbg td{background-color: #ecebe1; line-height: 15px; padding:2px 2px 2px 2px;} inttabs1boxbgbrdr tr td.positive{ color: #009900; text-align: right;font-size: 12px;} inttabs1boxbgbrdr tr td.negative{ color: #CC0000; text-align: right;font-size: 12px;} positive{ color: #009900; text-align: right;font-size: 12px;} negative{ color: #cc0000; text-align: right;font-size: 12px;} inttabs1boxbgbrdr tr td{padding:2px 2px 2px 2px;font-size: 12px;} footer{font-size:12px;border-top: 1px dotted #c5c5c5;} footer span.copyright{font-size:11px;}.header{font-family: Arial,Verdana,Geneva, Helvetica, sans-serif;font-size:11px;} If you are having trouble viewing this newsletter, please click here. &nbsp; &nbsp;&nbsp; DAILY NEWSLETTER Dated:September 18,2009 Top Headlines Most Read Story Love-skills increment Most E-mailed Story Need male sensualizer? Most Commented Story For mega night reaction Latest Updates For non-stop night attacks Please her non-stop Show no mercy in drilling her No-limit porksword energy! &nbsp; About Us &nbsp;| 							 Advertise with Us &nbsp;| 							 Careers @ TIL &nbsp;| 							 Terms of Use &nbsp;| 							 Privacy Policy &nbsp;| 							 Feedback &nbsp;| 							 Sitemap Copyright&nbsp;&#169;&nbsp;2009&nbsp;Bennett Coleman &amp; Co. Ltd. All rights reserved. For reprint rights: &nbsp;Times Syndication Service If you want to unsubscribe the service, please click here . 							 "
spam,Dear hibody Extreme 78% discounts Hukike Newsletter .yyogapoge { Izycita: 11px; Okufegabuhy: Igybebekaci; } .ekee { Yhuvuvoqy: 3px; Ototawu: Ozuneqyjuyt; Erae: Iewolyleruk; Zouj: Bikiowadumo; } .iqozi { Yxikipuxaki: 603wO; Funomuxo: Hyol; Ibojy: 888vc; Imynolika: Ymeqiuviu; Uzyerivitob: 35px; } 	Having trouble reading this email? View it in your browser . &nbsp; &copy; 2007 Yubuquxoli. All rights reserved. Unsubscribe 
spam,"$250,000... as low as $6.50 per month. edahxWhen America's top companies compete for your business, you win. In today's world, it's important to expect the unexpected. When preparing for the future, we must always consider our family. To plan for your family's future, the right life insurance policy is a necessity. But who wants to pay too much for life insurance? Let us help you find the right quote, quickly and easily... Compare your coverage... $250,000... as low as $6.50 per month. $500,000... as low as $9.50 per month. $1,000,000... as low as $15.50 per month. http://quotes.readyserve21.com/sure_quote/LF06-237600/ Take a moment. Let us show you that we are here to save time, and money. Receive up to 15 quotes in seconds. http://quotes.readyserve21.com/sure_quote/LF06-237600/ Click here to delete your address from future updates. http://quotes.readyserve21.com/sure_quote/rm/ "
ham,"Re: Making onscreen fonts read-able[was:New monitor, how to change 	screen resolution?]From nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; charset=ISO-8859-1 > Can you please upload a snapshot so we can see what you get? > > http://www.jhstuckey.com/1080.jpeg Does that look right to you? "
spam,"Registration ConfirmationWelcome To DubaiMLM! =20 Your DubaiMLM Referral Website is: http://hibody=2Edubaimlm=2Ecom Your DubaiMLM User Number is: 110606947 Your DubaiMLM User Name is: hibody Your DubaiMLM Password is: 75604018 Your DubaiMLM Sponsor is: Panlop Wudthajaputsorn Your DubaiMLM Sponsor's e-mail is: panlopw@gmail=2Ecom =20 DubaiMLM Reward Dollars will be paid as follows:=20 (50) DubaiMLM Dollars to each NEW MEMBER=2E (10) DubaiMLM Dollars to the personal sponsor of each NEW MEMBER=2E (1) DubaiMLM Dollar for each NEW MEMBER below your DubaiMLM Positi= on -- up to FIFTY LEVELS=2E=20 =20 DubaiMLM has a ZERO TOLERANCE - STRICTLY ENFORCED - NOPOLICY=2E=20 Dubai will soon be The Financial Capitol Of The World=2E Your DubaiMLM = Account can become more important than your current Bank Account=2E Whichever country you reside in, you= r country's currency only has a monetary value based upon the fact that others within your country are = willing to accept the same for tangible products and services=2E For example: =20 You could not walk into a Wal-Mart in the Omaha, USA and pay for the it= ems with a foreign currency such as a Mexican Peso or a Jamaican Dollar=2E These currencies and oth= er foreign currencies would be worthless in such a case=2E On the other hand, if there was a local = grocery store in the United States which would accept the Mexican Peso or the Jamaican dollar, these and a= ny other foreign currency would again have value for the possessor of the same=2E=20 =20 DubaiMLM Dollar already has Thousands if not Tens Of Thousands of outle= ts willing to accept=20 DubaiMLM Dollars for either full or partial payment for their products = and / or services=2E=20 DubaiMLM also has thousands of outlets willing to accept ""MIR Reward Do= llars""=2E In addition to the 50 DubaiMLM=20 Dollars=2E DubaiMLM will start each person off with 150 MIR Reward Dol= lars in one of our affiliate programs=2E =20 =20 The DubaiMLM INTERNATIONAL Directory, similar to the Yellow Pages=2E Listings of many small and large businesses who will gladly accept Duba= iMLM Dollars as full or partial payment for their products and/or services=2E It will also list Doctors, Dentis= t, Chiropractors, Lawyers, Accountants and many other professionals who will accept DubaiMLM Dollars=2E You will find L= andscapers, Pool Maintenance, Florist, Printers and almost every business service you can think of who will ac= cept DubaiMLM Dollars=2E=2E=2E=20 =20 In addition to all the above, you will have tens of thousands -- even h= undreds of thousands -- of individuals who wish to sell you personal items whereas you can use DubaiMLM Dollar= s=2E We already have several=20 wholesale suppliers who have Millions Of Dollars in Inventory which wil= l take DubaiMLM Dollars as FULL=20 PAYMENT for such goods=2E=20 =20 With TEN MILLION DubaiMLM Members - DubaiMLM will be larger than most s= mall countries? DubaiMLM is expecting millions of members with a short period of time=2E= With The DubaiMLM Reward System,=20 we could have as many as ONE MILLION Members in just six to twelve mont= hs from the launch date=2E You instantly receive your self-replicating website to refer other Duba= iMLM Members which allows you to receive DubaiMLM Dollars, Euro Dollars and US Dollars for your f= uture efforts=2E Your site will also show you how many DubaiMLM Dollars you are accumulating for your r= eferring efforts=2E =20 Your DubaiMLM genealogy reports will be available and will show you how= many members are=20 on each of your FIFTY LEVELS below your position=2E Your DubaiMLM back = office will be able to receive DubaiMLM Dollars, Euro Dollars and USA Dollars, based on products sold = within your FIFTY LEVELS=2E Just imagine receiving even 2 cents on every transaction to ever take p= lace within your FIFTY LEVELS below your DubaiMLM Position=2E How much would you earn if you received= even one penny on every credit card, bank card or even cash transaction that took place in your city?=20 =20 DubaiMLM Official Launch Date is January 30, 2008 at which time The Dub= aiMLM Member Directory will post in your back office=2E It will include every business or indi= vidual who will accept DubaiMLM Dollars for their goods or services for full or partial payment=2E Your 150 Add= itional MIR Reward Dollars, including your 3 Day/2 Night Vacation Certificate will also be issued at this tim= e=2E=20 =20 Ask yourself a simple question=85 What business or individual who has a= product or service would not want to expose their product(s) and/or service(s) to a MILLIONS of potential= customers? Start Referring to Start Receiving=2E DubaiMLM Reward Dollars will be paid as follows: (50) DubaiMLM Dollars to each NEW MEMBER=2E (10) DubaiMLM Dollars to the personal referrer of each NEW MEMBER=2E (1) DubaiMLM Dollar for each NEW MEMBER below your DubaiMLM Positi= on -- up to FIFTY LEVELS=2E=20 On behalf of all of us at DubaiMLM, we want to welcome you to our New W= orld Of Marketing=2E May 2008 be an exciting and very profitable year for you and your loved= ones=2E=20 =20 The DubaiMLM Management "
spam,"business news: a marketing product to make all others obsolete 21107543PROMOTE YOUR PRODUCT OR SERVICE TO MILLIONS TODAY! E-MAIL MARKETING - Complete collection of e-mail software & unlimited addresses, only $199. - Bulk e-mail will make you money so fast, your head will spin! FAX MARKETING SYSTEM - 4 Million fax numbers & fax broadcasting software, only $249. - People are 4 X more likely to read faxes than mail! 1 MILLION AMERICAN BUSINESS LEADS ON CD - Contains company name, address, phone, fax, SIC, # of employees & revenue - Unlimited downloads! Visit our Web Site: http://81.9.8.7/index.htm or call us at 618-288-6661 to be taken off of our list respond here mailto:l1l12345a1@btamail.net.cn "
ham,"Re: Insert signatureIn a message dated: Thu, 22 Aug 2002 13:53:55 CDT Ulises Ponce said: >Thanks Paul, >That is the way I am doing right now, but I would like to NOT use the mouse >for such things. Any other clue? The best I can think of is to figure out what the command being issued by exmh is that selects and inserts the sig and bind that to a key sequence. That shouldn't be *too* difficult, it's just a matter of figuring out the tcl (something my perl-based brain isn't excited about :) -- Seeya, Paul -- 	It may look like I'm just sitting here doing nothing, but I'm really actively waiting for all my problems to go away. 	 If you're not having fun, you're not doing it right! _______________________________________________ Exmh-users mailing list Exmh-users@redhat.com https://listman.redhat.com/mailman/listinfo/exmh-users "
ham,"Lindows.com: Michael's Minute: Do the Math...Dispel the MythsFrom nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; 	charset=""us-ascii"" Content-Transfer-Encoding: 7bit If this message is not displaying properly, click here to launch it in your browser. Michael's Minute: Do the Math...Dispel the Myths A reporter came by the Lindows.com offices last Friday. He told me that he wanted to try and use LindowsOS to write a story, but he didn't think it was possible because his office used Microsoft Word .doc files. I asked him to have a seat and watch. I turned on the Walmart.com computer and then clicked on the running man which took me to the Click-N-Run Warehouse where I installed OpenOffice using Click-N-Run. I then clicked the ""Run It"" button which opened the word processor OpenOffice Writer. I then typed ""Linux is ready for the desktop and consumers can save hundreds using LindowsOS."" I selected ""Save as Microsoft Word."" The reporter was not only surprised, he was amazed. Like many reporters, he was under the impression that Linux was only for servers. The simple word processor demonstration went a long way to show him otherwise. For Linux to become a driving force in desktop computing it will have to overcome a couple of myths. The first myth is that Linux is too hard to install and configure. That may have been true in the past, but we've annihilated this myth with the latest version of LindowsOS --which installs on most machines in under 5 minutes. It's point- and-shoot easy - easier than any other operating system (Microsoft products included). See for yourself at . The other myth is that Linux is just for the server and none of the graphical programs --which desktop users have come to rely on-- exist. Not only have many of the Linux software programs made quantum leaps over the last couple of years, but they've gotten quite good at reading and writing Microsoft formats. The easiest way to experience these products is via the Click-N-Run Warehouse. Here's a quick list of some of the quality programs available today in the Warehouse all downloaded and installed with a single click: OpenOffice - This one installation will equip a computer with an impressive collection of productivity programs each of which will open the corresponding Microsoft file format and allow you to edit files and swap them with Microsoft counterparts. Programs included are: OpenOffice Writer - Word processor (reads Microsoft Word docs) OpenOffice Calc - Spreadsheet (reads Microsoft Excel) OpenOffice Impress- Presentation package (reads Microsoft PowerPoint) OpenOffice Draw - A vector based drawing program Click here for a great tutorial on getting to know OpenOffice. GIMP If you are familiar with Adobe's Photoshop, you'll want to Click-N-Run GIMP. It's a powerful image editor. Evolution For those used to Microsoft's Outlook email program Evolution will make them feel right at home. Check out how easy it is to use . Flowchart Pro, which is similar to Microsoft's Visio, is a rich charting program that makes it possible to create flow charts and organizational charts, plus more. See how easy it for yourself, visit Flowchart Pro at This is just a handful of the quality programs available in the Warehouse that make Linux a practical choice for the desktop today. And if you're still not convinced, then do the math. For a total cost of $499 , including all software, computer users save more than $800 for a complete system. With such major price differentials between the two similarly equipped systems, any business, school or home will find their computing dollars stretched much further running LindowsOS. Michael Robertson Please visit to answers questions you may have about LindowsOS or Lindows.com. Bringing Choice to Your Computer! LindowsOS is presently available on LindowsOS Certified Computers being offered from Lindows.com Builder partners. The General Release of LindowsOS (available now for download and preview to Lindows.com Insider partners) will be made available later this year for those wishing to install and run LindowsOS on their existing computer hardware. The General Release version will support a wider range of computer hardware and includes unique features such as a ""Friendly-Install"" alongside an existing MicrosoftR Windows operating system, a streamlined installation process which requires no computer knowledge, and the ability to run a select set of ""bridge"" Windows-compatible programs. For more information see LindowsOS and Lindows.com are trademarks of Lindows.com, Inc. LinuxR is a registered trademark of Linus Torvalds. MicrosoftR WindowsR operating system is a registered trademark or service mark of the Microsoft Corporation. mm19 ___________________________________________________________ To change your mailing list options please go to "
spam,"18cent long distance conference calls New Web Technology UNLIMITED WEB CON= FERENCING Subscribe to the Web Conference C= enter for only $40.00 per month! (Connects up to 15 participants at a time p= lus audio charges) Manage your meetings virtually on line Application sharing Multi-platform compatible (no software needed) Call anytime, from anywhere, to anywhere Unlimited usage for up to 15 participants (larger groups ava= ilabale) Lowest rate $.18 cents per minunte for audio (toll charge= s included) Quality, easy to use service Numerous interactive features FREE DEMO Eliminate or Reduce Travel Expense Try this on for savings... and turn those unnecessary trips into problem solving and fact finding con= ferences, saving time and wear and tear on your overworked business staff. To find out more abo= ut this revolutionary concept, fill out the form below. Required Input Field * Name * Web Address Company Name * State * Business Phone * Home Phone Email Address * All information g= iven herein is strictly confidential and will not be re-distributed for any reason other than for the specific use intended. To be removed from our distribution lists, please Cl= ick here. . "
ham,"[ILUG] semaphores on linux RH7.3Hi All, I have a question which is a bit tricky and was wondering of anyone has come across this problem before or could point me in the right direction. I am involved in porting a SCO unix application to Linux, and we have encountered a problem with the way semaphores are being handled. The application uses mulitple processes to run application code with the main process known as the bsh which controls all i/o be it screen, or file i/o, syncronisation is handled via semaphores. In certain circumstances the main process and the application child process seem to lock up both waiting for the syncronisation semaphores to change state, I have attached ddd to the processes and it seems that the semaphore code is doing the correct things for syncronisation but the processes stay stuck in the semop() system call. I have also noticed that if I introduce a slight delay between changing semaphore states the problem goes away, but this causes our entire application to run really sloooww !! lol Is there anything weird or different with the standard implemenation of semaphores on modern linux that could cause a semop() to fail to pick up the change in state in a semaphore immediately? Setting sem_flg = IPC_NOWAIT and checking for errno == EAGAIN and recalling semop() if the semop() call fails (-1) also fixes the problem but again system performance goes down the toilet. both the parent controlling process run as the same uid, and the parent creates the semaphores with permissions 0666. Any pointers would be appreciated! Rgds, Colin Nevin __________________________________________________ Do You Yahoo!? Everything you'll ever need on one web page from News and Sport to Email and Music Charts http://uk.my.yahoo.com -- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie "
ham,"Cobain dispute settledURL: http://www.newsisfree.com/click/-2,8418829,215/ Date: 2002-10-01T04:33:55+01:00 *Arts:* The long-running dispute between the widow of Kurt Cobain and the remaining two members of his band Nirvana has been settled, paving the way for a new CD. "
spam,"Hello rsharp2 ! You're a Winner You're Bahama Bound! Dear rsharp2, Congratulations you&#146;re a winner! You&#146;ve won a chance to receive an all expense paid Florida Vacation. The grand prize will included 5 days and 4 night in Magical Orlando, Florida at a world class resort. But wait there's more! You'll also receive a 3 day 2 night round trip cruise to the Bahamas with all of your meals and entertainment included aboard the ship . You'll also receive a 3 day 2 night weekend getaway for 2 in any one of 32 destinations around the world. You&#146;ll really enjoy your weekend getaway because you can take it any time in the next 18 months. To enter to win your prize just come to our website and register. Click here Thanks for entering our contest and we look forward to seeing you soon. Sincerely, Emily Rodriguez P.S. You&#146;ve got to hurry. If you claim your weekend getaway in 24 hours you will also be entered to receive 2 round trip airline tickets. So don&#146;t wait, Click here today. To be excluded from future prizes Click here "
ham,"Re: alsa-driver rebuild fails with undeclared USB symbolI know this is simple but do you have /usr/src/linux and /usr/src/linux-2.4 symlinked to your kernel source directory? Also is there a .config in /usr/src/yourkernelsource/.config ? On Fri, 2002-08-30 at 21:56, Ben Liblit wrote: > I am trying to rebuild the recently posted ALSA driver package for my > kernel. Although I run Red Hat 7.3, I am not using a Red Hat kernel > package: my kernel is lovingly downloaded, configured, and built by > hand. Call me old fashioned. > > Sadly, the RPM rebuild fails part way through: > > % rpm --rebuild alsa-driver-0.9.0rc3-fr6.src.rpm > > gcc -DALSA_BUILD -D__KERNEL__ -DMODULE=1 \ > -I/usr/src/redhat/BUILD/alsa-driver-0.9.0rc3/include \ > -I/lib/modules/2.4.18/build/include -O2 \ > -mpreferred-stack-boundary=2 -march=i686 -DLINUX -Wall \ > -Wstrict-prototypes -fomit-frame-pointer -pipe -DEXPORT_SYMTAB \ > -c sound.c > > sound.c:41: `snd_hack_usb_set_interface' undeclared here (not in a \ > function) > > sound.c:41: initializer element is not constant > > sound.c:41: (near initialization for \ > __ksymtab_snd_hack_usb_set_interface.value') > > make[1]: *** [sound.o] Error 1 > > The line in question looks like this: > > 	/* USB workaround */ > 	#if LINUX_VERSION_CODE 	#if defined(CONFIG_SND_USB_AUDIO) || \ > 	defined(CONFIG_SND_USB_AUDIO_MODULE) || \ > 	defined(CONFIG_SND_USB_MIDI) || \ > 	defined(CONFIG_SND_USB_MIDI_MODULE) > -41-> > EXPORT_SYMBOL(snd_hack_usb_set_interface); > 	#endif > 	#endif > > Any suggestions? > > > _______________________________________________ > RPM-List mailing list > http://lists.freshrpms.net/mailman/listinfo/rpm-list -- : ####[ Linux One Stanza Tip (LOST) ]########################### Sub : Finding out files larger than given size LOST #324 To find out all files in a dir over a given size, try: find /path/to/dir_of_file -type f -size +Nk [Where N is a number like 1024 for 1mb, and multiples thereof] ####[Discussions on LIH : 04 Jul 2002]######################## : _______________________________________________ RPM-List mailing list http://lists.freshrpms.net/mailman/listinfo/rpm-list "
ham,"Re: [OT] Ubuntu vs Debian forums (was recompiling the kernel with a different version name)On 2010-04-08 23:49, Freeman wrote: > On Thu, Apr 08, 2010 at 10:31:33PM -0500, Cybe R. Wizard wrote: >> On Thu, 08 Apr 2010 21:58:38 -0500 >> Ron Johnson wrote: >> >>> On 2010-04-08 21:38, Stephen Powell wrote: >>> [snip] >>>> For some reason, this well-known proverb is going through my head: >>>> >>>> Give a man a fish and you feed him for a day. >>>> Teach a man to fish and you feed him for a lifetime. >>>> >>>> I'd rather learn to fish. >>>> >>> There's another proverb: Teach a man to fish and he gets angry for >>> making him work. >>> >> Teach a man to fish and he'll sit in a boat and drink beer all day. >> > > Teach a man to drink good Irish Whiskey and there's no telling what might > happen. > After all, the Irish were about to transcend their corporeal forms when whiskey was discovered... -- Dissent is patriotic, remember? -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/4BBEB3A1.7050609@cox.net "
ham,"Re: [Razor-users] can't find Razor/Client.pmOn Tue, Jul 23, 2002 at 06:16:02PM -0400, Tabor J. Wells wrote: > It's there. Scroll down on the downloads page. However you might > consider going the other way and installing SpamAssassin's 2.40 > bleeding-edge code as Razor v2 has a lot of nice features over v1. To paraphrase something I heard once: Unless you like looking for a new job, never install a non-released or development-only version of software anywhere where the results of such code are important. ie: Don't run development code on a production machine. :) The problem isn't SA anyway, it looks for Razor1 and just keeps on going if it can't find it. Something came up about amavis on the SA list where it looks for Razor itself... -- Randomly Generated Tagline: ""Duct tape is like the force; it has a light side & a dark side, and it holds the universe together."" - Zen Musings ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users "
spam,"Go to school for a radiology technician degree Sign up for convenient classes and get your radiology degree Train for your Radiology Degree Today Classes Starting Soon If you would like to opt out of upcoming promotions, please click here or send you email address to: PinpointMediaServices, 4255 E. Charleston Blvd. Suite D-345, Las Vegas, NV 89104. Please allow up to 10 days up receipt to process posted mail. "
ham,"Re: USB device attached via RS232 adaptor>> In any case, you may notice that I have quietly dropped the sig. Fuck >> it, I'll miss a message here or there, but it's better than pissing >> everybody off. I had no idea that would be the case. > > > > You can't please all the people all the time. > If you modify your actions every time some critic spouts off > you'll soon stop posting here which in my opinion would be a shame. > > Mike McClain > Thanks, Mike. While I do agree with you, I came to the conclusion that my sig was asking people to perform an action - change their habit - and that was the problematic portion of it. -- Dotan Cohen http://bido.com http://what-is-what.com -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/q2m880dece01005010446od5c03dc4rdf167ac6e2bce198@mail.csmining.org "
ham,"If it's too loud, you're too FrenchURL: http://boingboing.net/#85513605 Date: Not supplied The French and the iPod aren't getting along -- the iPod outputs more decibels through its headphones than are legal in La Belle France. Link[1] Discuss[2] (_ Thanks, Ernie[3]!_) [1] http://translate.google.com/translate?u=http%3A%2F%2Fwww.macgeneration.com%2Fmgnews%2Fdepeche.php%3FaIdDepeche%3D93540&langpair=fr%7Cen&hl=en&ie=ISO-8859-1&prev=%2Flanguage_tools [2] http://www.quicktopic.com/boing/H/LMHmGmnSwgPG [3] http://www.psylux.com "
spam,"=?iso-8859-1?B?W1NQQU1dIA==?= =?iso-8859-1?B?cGhvbmUgZW5kIGNhbGw=?=From nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable =20 =20 =20 =20 Canadian ***=20 Pharmacy=20 #1 Internet Inline=20 Drugstore =20 =20 =20 V 1 1 A G R A Our price $1.15 =20 =20 C I 1 A 1 1 S Our price $1.99 =20 =20 L E V I 1 T R A. Our price $2.93 =20 =20 =20 V 1 1 A G R A S0FT =20 Tab`s Our price $1.64 =20 =20 V 1 1 A G R A Super=20 Active Our price $2.82 =20 =20 C I 1 A 1 1 S Super=20 Active Our price $3.66 =20 =20 =20 V 1 1 A G R A Professional Our price $3.73 =20 =20 C I 1 A 1 1 S Professional Our price $4.17 =20 =20 C I 1 A 1 1 S0FT =20 Tab`s Our price $3.51 =20 And=20 more... =20 =20 =20 =20 =20 Click=20 here =20 love here week is might he this year pm rt always there post did heard life= thank never after 'll not once list him u sweet on better phone end call long lov= e here week is might he this year pm rt always there post did heard life thank nev= er after 'll not once list him u sweet on better phone end call long love here week = is "
ham,"Re: VM software for personal use?> Richard Lawrence : > I don't really know how to assess whether > Xen, VirtualBox, QEMU, KVM, or something else would be the best > software for me to start learning. KVM. Ubuntu has good documentation about it. -- Architecte Informatique chez Blueline/Gulfsat: Administration Systeme, Recherche & Developpement +261 34 29 155 34 / +261 33 11 207 36 -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/20100423202313.35602cf3@pbmiha.malagasy.com "
