lang,text
english,"As such, it is important that the EU use the fisheries agreements it establishes to ensure best practices are followed in other countries, fully respecting the key principles of the common fisheries policy (CFP)."
english,"As such, it is necessary to strengthen trade relations between the EU and Japan by focusing on the removal of non-tariff barriers to trade and investment, including numerous restrictive rules and regulatory measures for EU companies in accessing the Japanese market."
english,"As such, it is not surprising that it is proposed that this system should also help establish the Single European Sky, for instance; we would like to distance ourselves from this aspect of the report."
english,"As such, it needs to increase its role in all the multilateral organisations and, in particular, the United Nations (UN), where its role must be increasingly active following the launch of the European External Action Service (EEAS). Given that global partnerships are instrumental in achieving jointly identified global goals; that the EU is the world's largest provider of development aid and a major partner of the UN in its efforts across all three pillars of its work, including in crisis and post-crisis situations; and that Member States' contribution amounts to 38% of the UN's regular budget, we believe a solid and stable EU-UN partnership is fundamental to the work of the UN and key to the EU's role as a global player."
english,"As such, it needs to strengthen its role in all multilateral organisations, in particular, the United Nations (UN), where its role must be increasingly active now that the European External Action Service (EEAS) is operational."
english,"As such, its aim is to create a full picture of when, where, how and on which animals the antimicrobials are actually used today, without creating additional financial or administrative burdens for farmers or other animal owners, taking into account the fact that farming practice and intensity is different from one Member State to another."
english,"As such, the MFF needs to have the financial backing to match the ambition and commitment of the Europe 2020 strategy."
english,"As such, the mid-term review of the current framework programme is crucial so that throughout the second half of its existence, it can contribute effectively to the European economy's recovery."
english,"As such, there is a need to find solutions enabling us to prevent legal uncertainty during the transitional period, but without risking the objectives guiding Union action."
english,"As such, there is a need to strengthen and review the current systems, which have been shown to be inadequate, with particular emphasis on mechanisms of control and supervision."
english,"As such, there is a need to strike a balance between these institutions' freedom to conduct their business, in what is an essentially private matter, and the economic impact that another crisis in the financial system could have on the real economy, and for the lives of everyone as members of a community."
english,"As such, we are able to consider it acceptable to take into account other indicators that might complement these shortcomings so as to make social progress measures as complete, credible and close to reality as possible."
english,"As such, we should promote the areas that contribute most to competitiveness, like research, innovation and energy."
english,"As such, we would like to reiterate our opposition to it, with the arguments to back this up: we are talking about the defence, through various means including soldiers and diplomats, of the European powers' economic and geostrategic interests, in collaboration with the United States and the North Atlantic Treaty Organisation (NATO). We must remember the track record of these institutions and their tragic consequences: Iraq, Afghanistan, the Balkans and Libya, and other countries that are also on the list."
english,"As such, while they do not replace the decision of whether or not to adopt a given solution, they can be decisive in shaping the choice of a given political solution."
english,"As the Americans say, we must put our money where our mouth is and not make commitments which we then fail to fulfil."
english,"As the Commissioner said, I think there are no differences between us so great that we cannot overcome them. I am appealing for unity, therefore."
english,"As the Conservative-led government in the United Kingdom has shelved legislation on transparency introduced by the previous Labour Government, I welcome the inclusion of my proposal to introduce such a requirement at the EU level."
english,"As the Court of Auditors has obtained reasonable assurances that the annual accounts for the financial year 2009 are reliable and that the underlying transactions are legal and regular, and as a delegation from the Committee on Fisheries visited the CFCA in June 2010 and was very satisfied with the general state of its affairs, particularly the execution of the Joint Deployment Plans, I believe Parliament should adopt this report."
english,"As the EU is an undemocratic institution itself, and one that I strongly believe should not have a foreign policy agenda, I cannot endorse any third country activity by it. The UK is one of the world's largest donors of foreign aid."
english,"As the European Union is a major player in international fisheries and one of the main global markets for fishery products, the rapporteur proposes that Parliament gives its consent to the conclusion of the Agreement and firmly supports and encourages the European Commission to continue to push for the adoption of these proposals. I voted 'in favour'."
english,"As the European Union is one of the main representatives of international fisheries and one of the main global markets for fishery products, it is suitable and appropriate to promote the adoption of such proposals by the European institutions, too."
english,"As the French winner of the Nobel Prize in Economic Sciences, Maurice Allais, pointed out, free trade is only mutually beneficial if it is between countries with comparable levels of development, and further to that, I would add, if it is in targeted areas with the strategic sectors of each country remaining protected."
english,"As the Human Rights Consultations advising President Medvedev have called for an essential renovation of the national house from basement to roof, our Parliament is coming not with empty appeasement but with constructive provision of cooperation."
english,"As the Internet is a global meeting place, the EU should develop specific policies to promote European culture."
english,"As the Treaty of Lisbon has increased the range of Parliament's powers with respect to the conclusion of international agreements, it is necessary, in the process of redefining its status, to offer new forms of legal framework for its action."
english,"As the Vice-Chair of the Delegation to the ACP-EU Joint Parliamentary Assembly, I believe we also need to establish a common strategy with the ACP countries for the fight against illegal imports of toxic waste to these countries, and in particular action plans for introducing a system for the safe management of waste in African countries, including support for recycling technology."
english,"As the city, which wishes to turn its back on the past and looks forward enthusiastically to its future in Europe, will be marking several important anniversaries in 2014, I should like to see Sarajevo designated as the European Capital of Culture for that year."
english,"As the current directive on misleading practices has turned out to be insufficient, I voted in favour of this resolution calling on the European Commission to speed up the revision of this directive so that such misleading practices can no longer take place."
english,"As the elected representative of a port town, it is all the more incumbent on me to call on the Commission to authorise an increase in the ceiling of the de minimis aid."
english,"As the expansion of renewable energies does indeed represent one of the focal points of the Europe 2020 strategy, I assume that, in the forthcoming period, there will definitively be a higher budget for this area, including from the regional policy heading."
english,"As the final text is still being negotiated with the Council, the European Parliament's report proposes to identify issues such as the origin marking of textile products imported to the EU, according to which it would be compulsory for the label to indicate not only the manufacturer of the end product, but the country of origin of the imported textile products used to manufacture it, as is already done in Canada, the US, China and Japan."
english,"As the joint motion for a resolution quite rightly says, both sides need to present concrete plans on the setting-up and/or reform of their institutions so that the two States are completely independent, to cease hostilities, and to promote democratic governance in order to establish long-term peace and security in the area."
english,"As the largest market for such products, the European Union should therefore support measures aimed at preventing violations of fisheries legislation."
english,"As the leader of my team said to me, it is the first time that they have ever discussed a constitution - words and arguments they have never known before."
english,"As the past year has shown, the so-called Stability and Growth Pact, which was intended to provide an effective deterrent against violations of the macroeconomic principles of the euro area by the Member States, has not been terribly effective, to put it mildly."
english,"As the primary role of the IMF is to work on conditional structural reform packages to accompany the distribution of funds to members when they are in dire straits, I believe that Ms Lagarde has shown that she is well able to broker complex agreements on controversial issues, successfully bringing together disparate parties to reach a beneficial solution."
english,"As the protocol to the current Fisheries Partnership Agreement will expire in the future, the Commission's intention to open renewal negotiations with the other party is logical."
english,"As the purpose of these trade preferences is to try to support Pakistan's recovery and future development, we believe that they should be offensive and far-reaching without safeguard measures for the EU, particularly as they are to be for a limited time only."
english,"As the rapporteur - who subscribes to this - points out, 'labour standards should not be used for protectionist trade purposes' according to the international bodies! So then, what principles, what values, what considerations could ever challenge the absolute power of the market? You talk a lot about the social responsibility of companies who, after all, are only playing by the rules that you have put in place."
english,"As the rapporteur clearly states, the intention of creating a full Open Aviation Area between these two countries, an issue with which we have raised significant concerns, does not fall within the scope of this Agreement, but should be the subject of a separate recommendation."
english,"As the rapporteur for the future of structural policy, I would also say that European cohesion policy should also be included here."
english,"As the rapporteur mentioned it, we would also stress the need to study and assess the best ways to increase destination countries' capacities for absorbing EDF aid, which immediately means the profound involvement of both governments and peoples in outlining and implementing programmes, and in setting priorities."
english,"As the rapporteur quite rightly points out, the accession of Bulgaria to the Schengen Agreement should be followed by a special plan to combat illegal immigration."
english,"As the rapporteur writes, European Union assistance is essential if the Member States are to be in a position to meet future challenges."
english,"As the report argues, our ultimate goal is to improve the information available to prospective students and others on various aspects of institutions' activities and performance."
english,"As the report explains, the EU enjoys a good worldwide reputation in terms of the ideal link between economic dynamism and a social model, which also gives rise to a certain responsibility."
english,"As the report shows, the low levels of success achieved to date, lack of coordination with regard to shared objectives (World Health Organisation), and lack of clear indications as to how such objectives should be achieved make it necessary, in my view as well, to introduce a new financing instrument for development cooperation."
english,"As the second largest trading partner, the EU is clearly intended to be established as a counterbalance to the US market and, conversely, as far as Europe is concerned, Canada represents a gateway to the NAFTA economic area."
english,"As the shadow rapporteur for my group in the Committee on Employment and Social Affairs, the social situation and the conditions in which creative artists in Europe live are particularly important."
english,"As the shadow rapporteur for the Group of the European People's Party (Christian Democrats), I believe that we must include regional and local authorities in the preparation and implementation of partnerships, and move towards a thematic concentration of priorities and financial resources to be allocated in the future."
english,"As the various other possible modules are at different stages of methodological maturity, including, for instance, timber and fish as well as unused extraction, a modular structure has been adopted for the regulation with a view to possibly introducing new modules as annexes to the core text in the future."
english,"As these are exceptional preferences that are not compatible with the positive or negative non-discrimination rule of the World Trade Organisation (WTO), it is necessary to obtain a WTO waiver before awarding these trade preferences."
english,"As they both said, research and innovation is important for the future of the European economy. I certainly know that there are many universities in Wales, for example, which will take advantage of European funding."
english,"As this motion for a resolution clearly meets these requirements, I have voted in favour of it. Now it is important for the parties to the Comprehensive Peace Agreement to engage in a continued and constructive dialogue to address the issues which remain unresolved after the referendum."
english,"As this report fails to offer any reversal of the trend, I decided to abstain."
english,"As this resolution today illustrates in graphic detail, Lukashenko has intensified his campaign for persecution and harassment against those who dare challenge his iron-fisted rule."
english,"As to the Dublin Regulation and the Eurodac Regulation, important progress has been made at technical level."
english,"As transatlantic relations are primarily based on a set of common values, I hope that the American authorities will be more receptive to the EU's commitment to dropping the death penalty worldwide."
english,"As usual, on the pretext of sorting out problems that you have caused yourselves, you are imposing on us more Europe and more Commission power: this Commission that is little more than a handful of civil servants appointed with no democratic oversight, but that has been set up as a censor and slave-driver that will have the right to impose sanctions on Member States."
english,"As usual, the interests of the large economic and financial groups in Europe are at the fore in this resolution."
english,"As usual, the law-abiding will bear the brunt of the red tape, and wrongdoers will just find a way of carrying on. While taxpayers' money sloshes around Brussels in the quantities that it does, there will always be unscrupulous lobbyists, just as where there is carrion, there are always vultures."
english,"As was mentioned this morning, the Human Rights Commissioner of the Council of Europe, whom I very much admire, Mr Thomas Hammarberg, explained to us that this is not a closed story, that it is still going on, and that he would very much wish for Parliament to cooperate with the Council of Europe on this important issue."
english,"As we all know, it is the nuclear lobby that has succeeded in recent years in promoting nuclear power as a climate-friendly alternative."
english,"As we all know, nobody is perfect in this world, but it is in accordance with Europe's political standards and norms, and also in accordance with the logic and values of democracy, that we expect the Ukrainian authorities not to abuse their power by encouraging and holding politically motivated trials, and instead to give those who are suspects a fair trial, rather than political retribution."
english,"As we all know, the economy of Seychelles relies essentially on tourism and fisheries; in fact, the fishing industry accounts for 15% of its GDP and employs 17% of the working population. I believe that the negotiations conducted by the European Commission, which permitted the extension of the protocol to the Partnership Agreement, have produced the draft of a document which is mutually advantageous in that it strengthens the level of cooperation between the EU and Seychelles, and promotes a partnership in which to develop a sustainable fisheries policy in Seychelles and responsible exploitation of fishery resources in the Seychelles' fishing zone."
english,"As we approach a new stage of EU enlargement, the MFF must provide for properly balanced expenditure."
english,"As we are all aware, in the case of Portugal, it is extremely important to put the economy on a higher growth path in the medium term and to strengthen competitiveness."
english,"As we come into the autumn, we need a serious examination, and we have put down some 60 questions to the Commission on this matter, with the aim of identifying where we are getting poor implementation."
english,"As we continue to cooperate with the affected countries, my greatest wish is that we should establish workshops for future technology there, and provide advice on how to save energy and develop alternative energy sources."
english,"As we emphasise in the opinion of the Committee on International Trade, the overarching objective of the 'Innovation Union' must be long-term development and competitiveness based on technology, knowledge and the development of education."
english,"As we feared, the tight vote against us in the Committee on International Trade on the crucial Article 5 (review of Member States' existing bilateral investment treaties (BITs)) and Article 6 (the possibility of withdrawing authorisation for a BIT) of Carl Schlyter's report on 'Transitional arrangements for bilateral investment agreements between Member States and third countries' has been confirmed by the vote in plenary."
english,"As we have already said more than once, the tragedy Pakistan has suffered requires European solidarity."
english,"As we have heard, the UK nuclear inspector, Dr Mike Weightman, published his interim report even before the stress tests had been agreed."
english,"As we have said regarding the application of a global European satellite navigation system for transport, the use of this technology could represent an important contribution to the development, modernisation and diversification of public services, in the creation of opportunities for cooperation, and progress in science and its applications, and in the exchange and accessibility of information, with the guarantee of respect for the public's rights, freedoms and guarantees."
english,"As we have seen in practice, and as various speakers have pointed out, last year's stress tests did not achieve their objective of highlighting which banks enjoy the necessary confidence of their consumers, their creditors and the national regulatory authorities."
english,"As we have storage facilities which are close to borders, we cannot simply say that this is where the border is and the issue has nothing to do with the other citizens."
english,"As we know, although displaced inhabitants always leave very quickly, their return takes time and is all too often a source of considerable humanitarian and social problems. I therefore propose that the European Union should organise a monitoring mission as quickly as possible, along the lines of the work we did in the Balkans."
english,"As we know, every debate on discharge has its own particular context, and the context of today's debate is the economic and financial crisis, which has caused financial and budgetary problems for a number of Member States."
english,"As we know, financial control on implementing the European Union budget takes place on three levels: internal control, within each institution; external control, carried out by the European Court of Auditors; and a discharge procedure carried out by the European Parliament."
english,"As we know, since the Treaty of Lisbon, Parliament has had the right to be informed on all stages of negotiation for international agreements."
english,"As we know, the devil is in the detail, so we would like to know the following, Commissioner: what are the specific subjects of the negotiations when it comes to public invitations to tender in the services sector or in connection with labour migration? What text is on the table with regard to intellectual property rights? What is the situation with regard to the environment and agriculture? By using the specific texts, we want to examine whether the role of India as the pharmacy to the world's poor is put at risk or whether the production of cheaper malaria medicines or medicines for the treatment of AIDS will be obstructed by the agreement, without ignoring the massive research investments also made by our own pharmaceutical companies."
english,"As we know, this report on the exceptional trade preferences conceded to Pakistan originated with a European Council decision, which mandated the Commission to make a proposal to Parliament and to the Council."
english,"As we remember from the post-election protests in December last year, Lukashenko is intolerant of dissent and seems to take pleasure in using violence and intimidation against pro-democracy activists."
english,"As we said during the debate, another issue that was not tackled sufficiently was the risk - very clear from the results of the European Innovation Panel of 2009 - of an 'innovation divide' between the countries and regions that innovate most and the rest."
english,"As we see it, there is room for improvement in other areas that this Parliament considers important - such as road safety."
english,"As we speak, the G20 in Paris is beginning discussions on regulating the global commodities markets, with particular reference to agricultural commodities."
english,"As we well know, the main result of research is knowledge, followed by the opportunity to enhance that result in the economic sector, or indeed the industrial sector. A clear distinction must be made, then, between the manipulation and the enhancement of fundamental research."
english,"As we work on formulating a proper European investment policy therefore, I felt it would be beneficial to vote in favour of obliging Member States to make provision, when renegotiating bilateral treaties or negotiating new treaties, for a dispute settlement mechanism in which the Commission would be allowed to participate, even in a purely advisory capacity, and for confidentiality requirements to be lifted in order to allow the EU's executive body to take part in such a capacity."
english,"As well as an increase in competition, these measures include greater and judicious use of internal credit ratings, particularly by large financial institutions that are capable of performing their own risk assessments."
english,"As well as any tax measures that could be adopted at Member State level, EU-level solutions are needed so as not to exacerbate the inequalities that already exist today between Member States and which are increasing because of the serious social and economic crisis, which is hitting the most vulnerable economies particularly hard."
english,"As well as early years education, it targets, firstly, the reduction of school drop-out rates and, secondly, increasing the number of graduates."
english,"As well as extending the concept to several areas and incorporating this CSA dimension into our trade polices, why not one day make it binding? Over and above political signalling, this would be a real step forward in achieving our social policy objectives."
english,"As well as social standards, corporate social responsibility should contribute to sustainable growth, but companies should not avoid dialogue with employees and they must respect and promote decent employment relations, encourage employee participation through consultation and information and through collective bargaining, develop vocational skills and lifelong learning, comply with work safety standards, promote equality of men and women, create a proper environment for social partners to anticipate and manage changes that have taken place in the labour market, including restructuring, improve the quality of work, and integrate and protect vulnerable groups of workers, such as young people, the elderly, disabled people and migrants."
english,"As well as that infamous underfunding there is a deadlock of funds for countries that could benefit from the Industrialised Countries Instrument (ICI+) but - and I shall finish now, Mr President - are unable to do so because there is no solution to the problem of the legal basis for this instrument."
english,"As well as this, there is a clear link between a poor and disadvantaged background and low educational achievement."
english,"As with Mr Lyon's report one year ago and Mr Garriga Polledo's report on the financial perspectives last month, tomorrow we will be voting in favour of maintaining the agricultural budget for the 2014-2020 programming period. I am sure that it will be a close-run thing, but we do need to take a stand and to make choices, because we will not have the money to do everything ..."
english,"As with other cases, there remain concerns about the effectiveness of the development cooperation objectives..."
english,"As yet there are no test criteria, even though judgments have already been made - judgments that the stress tests are too soft, disappointing or inadequate."
english,"As yet, the Canadian Government believes this directive discriminates between Canadian oil imports and oil imports from other countries. I consider the agreement to be too early."
english,"As you all know, however, I was very critical of the original Commission initiative, and I would therefore like to emphasise several points which we have managed to include in this report."
english,"As you all know, the EU headline targets under Europe 2020 include increasing the employment rate to 75%, lifting at least 20 million people out of poverty and social exclusion, reducing the proportion of early school-leavers to under 10%, and ensuring that at least 40% of the younger generation will have completed a tertiary degree by 2020."
english,"As you all know, the negotiations with the Council in the following months called for flexibility from all sides to identify workable solutions for the institutions."
english,"As you are aware, the agencies' functioning and governance are currently being discussed within the interinstitutional working group involving the Commission, Parliament and the Council, on the basis, inter alia, of a multi-agency evaluation carried out for the Commission in 2009."
english,"As you frequently remind us, common foreign policy must fulfil the global objectives of the European Union which are defined, in particular, in Article 3 of the Treaty, and where the elimination of poverty features prominently."
english,"As you know, 1 May 2011 was an important date for the EU. It marked the end of restrictions on the right to work of citizens from the eight Member States which joined in 2004, who can now work freely in any Member State."
english,"As you know, EU agencies are legally autonomous bodies whose governance rules are laid down in the funding regulations."
english,"As you know, imports do not of course come into the CAP, but they make up another essential piece of the jigsaw that should go alongside the CAP, because if we import cheap, poor-quality products our agriculture is bound to collapse."
english,"As you know, our transatlantic relations are based on values that we have shared for a long time, such as universal human rights and the right to a fair trial."
english,"As you know, since March 2009, all Member States as well as Switzerland have agreed to implement the Organisation for Economic Cooperation and Development (OECD) standard which stipulates that a State cannot refuse to provide information if so requested by another State, on the grounds that this information is held by a bank or any other financial institution."
english,"As you know, the Council and Parliament are now negotiating to have the resettlement programme in place, and this is also an area where the European Commission could look at possibilities for financing quite a lot of it. In relation to our immediate neighbourhood across the Mediterranean, in the mobility partnerships: we are looking to include all aspects of irregular, legal and international protection asylum under migration."
english,"As you know, the ESF is implemented through shared management, and I believe that the management system of the current ESF is not compatible with the objectives of the EGF."
english,"As you know, the European Union as such does not have all those resources, so we need the cooperation of the Member States in making them available."
english,"As you know, the evaluation of this liquidity risk is not part of the stress test itself, the results of which will be made public."
english,"As you know, the previous EU-Japan Summit of April last year established a joint high-level group composed of senior officials to identify options for the comprehensive strengthening of all aspects of the EU-Japan relationship, in the political, economic and sectoral cooperation fields."
english,"As you know, the transport sector plays a key role in guaranteeing mobility and socio-economic development in Europe and, in order to address the challenges of economic growth and sustainability, it is necessary to improve transport sector infrastructure."
english,"As you know, there have been intensive negotiations on the Frontex Amending Regulation."
english,"As you know, this was the view of the committee expressed on Tuesday, and we think that we can now proceed to have further discussions with the Council with a view to achieving a satisfactory outcome."
english,"As you know, we are working, honourable Members, on a legislative framework on the management of the crisis, the banking resolution, which we have had the opportunity to discuss several times."
english,"As you mentioned, I am a co-chair of this working group that we have in place. I cannot say much about what we are discussing in detail. I can assure you, however, that we will ensure that the rules of conduct for this Parliament will be some of the most transparent and will be rules which can make our citizens and ourselves proud of being members of this extraordinary institution."
english,"As you mentioned, Madam Vice-President/High Representative, you doubt that a new initiative of this kind would end in a more positive way. I would like to ask if you can update us on actual humanitarian needs in Gaza, as well as on the goods and support currently channelled through the existing crossing points from Israel and Egypt."
english,"As you noted, however, this scenario does not extend to cases in which repayment of sovereign debt is defaulted on. This is because the shock envisaged by the EBA would only have an impact on sovereign debts held in the banks' trading book."
english,"As you said yourself, anything that breaches the European Treaties can also be clarified in a court of law."
english,"As you said, last year's stress test was clearly insufficient, and the Commission itself has said this on numerous occasions to the new supervisory authority, the European Banking Authority (EBA), which coordinates the test in cooperation with national supervisory bodies."
english,"As you well know, Parliament and the Council have to assess it at second reading, but the European Commission intends to seize back the policy initiative and reinvigorate it. In other words, the Commissioner for Industry and Entrepreneurship intends to start work immediately on ensuring the protection of our products, for the sake of the competitiveness of our businesses and the health of our citizens."
english,"As young people express their anxieties on the streets of Athens and Madrid, as 500 million Europeans are wondering what their future holds, it is time to ask the right questions and to come up with responses to the issues that we face."
english,"Aside from what has already been said about the precautionary principle and essential traceability - the first point - it is also a question of knowing how this general alert singling out Spanish cucumbers for blame could have been issued without any, or hardly any, proof."
english,"Aspirations are high and expectations too that the revolutions will have been worth the blood that has been spilt, worth the turmoil and fear, worth the economic havoc in a world already grappling with the worst economic problems for decades."
english,"Assertive and successful legislation requires not just good political debate and a joint effort leading to cooperation and consensus, but also a trustworthy technical basis that guides the legislative entities by assessing the context and consequences of the policies in question."
english,Assessing an agreement requires criteria based on strict scrutiny and monitoring of the terms of negotiation. I hope that the Commission and Parliament can cooperate actively so as to continually improve the quality and rigour of this type of agreement.
english,"Assistance must also be allocated in a targeted manner, i.e. linked to climate change."
english,"At European and Member State level, there have been many initiatives to fill the gaps in these areas."
english,"At Internal Market level, the effects are negative for the production of European countries like Portugal."
english,"At a European level, it is also important to have factual and objective information from Croatia concerning drugs and drug addiction and their consequences, and, at the same time, the Republic of Croatia can get information on best practices to understand the nature of its drug problems and better respond to them."
english,"At a conference in Tunisia, organised by the Party of European Socialists, attended by representatives of parties and movements from the whole region, we asked the European Union for an emergency programme which will support the democratic processes now, immediately."
english,"At a critical juncture for the European project, I consider the involvement of all the European and national authorities essential, in order for the necessary measures to be taken early."
english,"At a particularly complicated time for Europe, Mr Draghi will certainly be capable of responding to the needs of the European financial system and guaranteeing financial stability and support for economic growth."
french,"""Je suis heureux de vous informer que nous avons aujourd'hui le plaisir d'accueillir Bogdan Borusewicz, président du Sénat polonais, Irena Degutienė, présidente de la Seimas de la République de Lituanie, et Volodimir Litvin, président de la Verkhovna Rada d'Ukraine."
french,"""Jeunesse en mouvement"" est une des sept initiatives phare de la stratégie de la Commission Europe 2020 de promotion d'une croissance intelligente, durable et inclusive."
french,"""L'Eurovignette"" est une des directives qui devraient permettre de mettre progressivement le transport routier et le transport ferroviaire sur un pied d'égalité. Le transport ferroviaire est désavantagé depuis des années dans les États membres parce que les utilisateurs doivent payer pour utiliser les voies de transport."
french,"""La Commission rappelle son engagement à faire en sorte que les États membres établissent des tableaux de correspondance entre les mesures de transposition qu'ils adoptent et la directive de l'Union européenne et qu'ils les communiquent à la Commission, dans le cadre de la transposition de la législation de l'Union européenne."
french,"""La soif d'innovations qui depuis longtemps s'est emparée des sociétés et les tient dans une agitation fiévreuse devait, tôt ou tard, passer des régions de la politique dans la sphère voisine de l'économie sociale"". Ce sont les paroles de notre bien-aimé pape Jean-Paul II qui reprenait, dans son encyclique Centesimus Annus, les thèmes abordés par son prédécesseur Léon XIII dans l'encyclique Rerum Novarum."
french,"""Le PIB et au-delà -Mesurer le progrès dans un monde en mutation"" est un rapport qui vise à évaluer les niveaux de progrès dans l'Union européenne au moyen du produit intérieur brut, qui est devenu un indicateur complet du développement économique d'une société. Malheureusement, il ne fournit plus une base fiable pour le débat des politiques, car il ne mesure pas la durabilité environnementale ni l'intégration sociale."
french,"""Ton premier emploi EURES"" offrira des conseils, la possibilité de chercher un emploi ou de recruter des candidats, ainsi qu'un soutien financier s'élevant, en moyenne, à 1 000 euros, destiné à plus de 2 000 jeunes en recherche d'emploi et aux entreprises désireuses de recruter de jeunes travailleurs de l'UE."
french,"""Un peu dommage"" parce que, même si les choses sont compliquées dans les finances publiques des différents États membres, nous aurions dû tout faire pour réussir à réinvestir les recettes au bénéfice, par exemple, des projets prioritaires des réseaux transeuropéens de transport."
french,"""Une Union pour l'innovation"" reste toujours l'initiative communautaire la plus importante pour le développement d'une stratégie européenne intégrée en matière de recherche et d'innovation. L'accroissement du rythme de la recherche et de l'innovation est crucial pour mettre en place un modèle économique équitable et compétitif, pour assurer les emplois de l'avenir, pour passer à une gestion durable des ressources, pour faire face aux défis énergétiques ou bien pour stimuler une société basée sur la connaissance."
french,"""Unie dans la diversité"", telle est la devise que nous partageons tous en tant que citoyens européens et qui représente notre appartenance à la grande communauté européenne: un carrefour de peuples, de cultures et de traditions qui sont liées malgré les différences religieuses ou autres."
french,"""demande à la VP/HR, au Conseil et à la Commission de soutenir la poursuite des efforts en vue de renforcer le processus de détermination des responsabilités au Sri Lanka et d'appuyer le rapport des Nations unies, en particulier la mise en place d'un mécanisme international de justice""."
french,"""estime que l'instrument devrait régir tant les contrats entre entreprises que les contrats entre entreprises et consommateurs; souligne que l'instrument facultatif doit offrir un niveau très élevé de protection des consommateurs pour compenser la protection dont ceux-ci bénéficieraient normalement en vertu de leur droit national; souhaite obtenir des précisions sur la manière d'atteindre cet objectif""."
french,"""plaide en faveur de mesures visant à réduire les divers obstacles auxquels se heurtent les personnes qui souhaitent réaliser des transactions transfrontalières au sein du marché intérieur et estime que le projet de droit européen des contrats, accompagné d'autres mesures, pourrait contribuer à exploiter pleinement le potentiel du marché intérieur"";"
french,"(Interjection de M. Helmer: ""Non, absolument pas!"""
french,"(L'orateur accepte de répondre à une question "" carton bleu "" (article 149, paragraphe 8, du règlement))"
french,"(L'oratrice accepte de répondre à deux questions ""carton bleu"" (article 149, paragraphe 8, du règlement))"
french,(La Présidente retire la parole à l'oratrice)
french,"(La séance, suspendue à 13h15, est reprise à 15 heures)"
french,"(Le Président interrompt l'orateur pour expliquer que le débat porte sur un autre thème, mais l'invite ensuite à poursuivre...)"
french,"(Les groupes S&D et GUE/NGL: ""Υπέρ!""; les groupes PPE et ECR: ""Κατά!""; le groupe Verts/ALE et le groupe ALDE: ""Αποχή!"")"
french,(Rires et applaudissements)
french,". Ce rapport reconnaît les problèmes existants liés à la politique de cohésion, en commençant par la conclusion tardive des négociations sur le cadre financier pluriannuel (CFP) et le paquet législatif, entraînant l'achèvement tardif des stratégies nationales et des programmes opérationnels."
french,"... et fais remarquer que, conformément à l'article 3, paragraphe 2, du règlement, aussi longtemps que ses pouvoirs n'ont pas été vérifiés ou qu'il n'a pas été statué sur une contestation éventuelle, M. Dimitrios Droutsas siègera au Parlement et dans ses organes en pleine jouissance de ses droits, à la condition qu'il ait déclaré au préalable qu'il n'exerce pas une fonction incompatible avec celle de député du Parlement européen."
french,".... 1986 et la fusion nucléaire d'une centrale nucléaire obsolète. Craignant le danger d'une irradiation, nous sommes restés chez nous autant que possible pendant des semaines, ne nous aventurant au dehors que lorsque cela était absolument nécessaire."
french,"11 États membres dont le Luxembourg ont fait part, sous forme d'une lettre commune au Commissaire Cioloş, de leur opposition à la fin du régime des droits de plantation de vignes prévue pour 2015."
french,"37,5 % de la population européenne vivent dans des régions frontalières, ce qui fait des trois dimensions de la coopération territoriale - transfrontalière, transnationale et interrégionale - une politique essentielle de l'Union, car elle aide les territoires, les régions et les États membres à améliorer leur coopération pour atteindre des objectifs communs."
french,66e session de l'Assemblée générale des Nations unies (
french,"A l'instar de tous les phénomènes historiques, la culture ne repose pas sur une identité homogène ou commune: bien au contraire, elle résulte d'antagonismes, de conflits et de situations de domination culturelle."
french,"Accentuer les synergies entre les différents acteurs, développer l'autonomie des jeunes, lutter contre les sorties précoces du système scolaire, revaloriser la formation professionnelle et l'apprentissage, ou encore adopter un cadre européen de qualité contraignant pour les stages, voilà autant de bonnes idées qu'il importe maintenant de relayer au niveau national."
french,Accord CE/Canada sur la sécurité de l'aviation civile (
french,Accord interinstitutionnel sur un registre commun de transparence - Modification du règlement à la suite de la mise en place d'un registre de transparence commun
french,Accords aériens internationaux dans le cadre du traité de Lisbonne (
french,Actes délégués (article 87bis du règlement): voir procès-verbal
french,"Actuellement, 140 centrales nucléaires sont exploitées sur le territoire de l'Union européenne, et plus de 190 sur tout le continent européen. J'appuie donc la décision d'effectuer des tests de résistance des centrales nucléaires sur le territoire de l'UE, mais ces tests ne seront pas obligatoires, et il n'y aura aucune sanction pour ceux qui n'y participent pas."
french,"Actuellement, cette activité est partiellement bloquée en raison de la réticence des créanciers d'un État membre à octroyer des prêts aux débiteurs vivant dans un autre État membre."
french,"Actuellement, de nombreux accords bilatéraux sont en vigueur, et ils doivent à présent être bientôt remplacés par un nouveau cadre relatif aux accords bilatéraux d'investissement de l'UE, conforme à ses objectifs politiques transversaux."
french,"Actuellement, il n'existe pas d'organisme spécialisé unique qui opère dans ces domaines ni d'incitation spécifique telle que le prix annuel de l'innovation dans le domaine climatique mentionné. Néanmoins, beaucoup d'efforts sont investis pour aboutir à une approche coordonnée parmi les différentes politiques et les différents programmes de l'Union."
french,"Actuellement, la législation de l'UE n'est pas appliquée efficacement, en particulier dans le domaine de la justice civile."
